0,redis-1-3,redis-1-3,1
1,redis-1-19,redis-1-19,1
2,redis-1-11,redis-1-11,1
3,redis-1-15,redis-1-15,1
4,redis-1-15,redis-1-15,1
5,redis-1-15,redis-1-15,1
6,redis-1-15,redis-1-15,1
7,redis-1-18,redis-1-18,1
8,redis-1-20,redis-1-20,2
9,[]
10,[]
11,redis-1-15,redis-1-15,1
12,redis-1-10,redis-1-10,1
13,[]
14,redis-1-15,redis-1-15,1
15,redis-1-13,redis-1-13,4,redis-1-2,2
16,redis-1-13,redis-1-13,4,redis-1-2,2
17,redis-1-13,redis-1-13,4,redis-1-2,2
18,redis-1-13,redis-1-13,4,redis-1-2,3
19,redis-1-13,redis-1-13,4,redis-1-2,2
20,redis-1-2,redis-1-2,4,redis-1-13,2
21,redis-1-2,redis-1-2,4,redis-1-13,2
22,redis-1-2,redis-1-2,4,redis-1-13,2
23,,redis-1-13,3,redis-1-2,3
24,redis-1-13,redis-1-13,4,redis-1-2,2
25,redis-1-13,redis-1-13,4,redis-1-2,2
26,redis-1-13,redis-1-13,4,redis-1-2,2
27,redis-1-13,redis-1-13,4,redis-1-2,2
28,redis-1-13,redis-1-13,4,redis-1-2,2
29,redis-1-13,redis-1-13,4,redis-1-2,2
30,redis-1-13,redis-1-13,4,redis-1-2,2
31,redis-1-13,redis-1-13,4,redis-1-2,2
32,redis-1-13,redis-1-13,4,redis-1-2,3
33,redis-1-13,redis-1-13,4,redis-1-2,2
34,redis-1-13,redis-1-13,4,redis-1-2,3
35,redis-1-13,redis-1-13,4,redis-1-2,2
36,redis-1-13,redis-1-13,4,redis-1-2,2
37,redis-1-13,redis-1-13,4,redis-1-2,2
38,redis-1-13,redis-1-13,4,redis-1-2,3
39,redis-1-13,redis-1-13,4,redis-1-2,2
40,redis-1-13,redis-1-13,4,redis-1-2,2
41,redis-1-13,redis-1-13,4,redis-1-2,2
42,redis-1-13,redis-1-13,4,redis-1-2,2
43,redis-1-13,redis-1-13,4,redis-1-2,2
44,redis-1-13,redis-1-13,4,redis-1-2,2
